book,category,price,star-rating,in-stock
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,42.38,1,True
Into the Wild,Nonfiction,56.7,5,True
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,28.85,3,True
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,28.88,2,True
Gratitude,Nonfiction,26.66,5,True
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,15.28,5,True
Brave Enough,Nonfiction,51.32,5,True
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,27.35,2,True
Blink: The Power of Thinking Without Thinking,Nonfiction,21.74,5,True
Black Flags: The Rise of ISIS,Nonfiction,40.87,1,True
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,56.58,1,True
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,30.48,4,True
"The Suffragettes (Little Black Classics, #96)",Nonfiction,11.89,2,True
Kindle Paperwhite User's Guide,Nonfiction,34.0,3,True
H is for Hawk,Nonfiction,57.42,5,True
Travels with Charley: In Search of America,Nonfiction,57.82,5,True
The Tumor,Nonfiction,41.56,5,True
The End of the Jesus Era (An Investigation #1),Nonfiction,14.4,1,True
"Eat, Pray, Love",Nonfiction,51.32,3,True
Rip it Up and Start Again,Music,35.02,5,True
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Music,57.25,3,True
How Music Works,Music,37.32,2,True
Love Is a Mix Tape (Music #1),Music,18.03,1,True
Please Kill Me: The Uncensored Oral History of Punk,Music,31.19,4,True
Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,45.05,5,True
"Chronicles, Vol. 1",Music,52.6,2,True
This Is Your Brain on Music: The Science of a Human Obsession,Music,38.4,1,True
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Music,12.36,3,True
No One Here Gets Out Alive,Music,20.02,5,True
Life,Music,31.58,5,True
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,55.66,2,True
Forever Rockers (The Rocker #12),Music,28.8,3,True
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Default,17.93,3,True
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Default,22.6,4,True
"Starving Hearts (Triangular Trade Trilogy, #1)",Default,13.99,2,True
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Default,22.5,3,True
Aladdin and His Wonderful Lamp,Default,53.13,3,True
Penny Maybe,Default,33.29,3,True
Maude (1883-1993):She Grew Up with the country,Default,18.02,2,True
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Default,20.59,5,True
Soul Reader,Default,39.58,2,True
Bossypants,Default,49.46,2,True
A World of Flavor: Your Gluten Free Passport,Default,42.95,1,True
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Default,56.76,5,True
Tracing Numbers on a Train,Default,41.6,3,True
Thirteen Reasons Why,Default,52.72,1,True
The Secret (The Secret #1),Default,27.37,4,True
The Psychopath Test: A Journey Through the Madness Industry,Default,36.0,2,True
The Kite Runner,Default,41.82,4,True
The Girl on the Train,Default,55.02,2,True
The Emerald Mystery,Default,23.15,2,True
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Default,32.0,3,True
The Art of War,Default,33.34,5,True
Secrets and Lace (Fatal Hearts #1),Default,20.27,1,True
Romero and Juliet: A Tragic Tale of Love and Zombies,Default,36.94,1,True
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Default,41.06,1,True
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),Default,10.76,1,True
Large Print Heart of the Pride,Default,19.15,2,True
Grumbles,Default,22.16,2,True
First Steps for New Christians (Print Edition),Default,29.0,1,True
Eureka Trivia 6.0,Default,54.59,4,True
Drive: The Surprising Truth About What Motivates Us,Default,34.95,4,True
Done Rubbed Out (Reightman & Bailey #1),Default,37.72,5,True
Beauty Restored (Riley Family Legacy Novellas #3),Default,11.11,2,True
Ayumi's Violin,Default,15.48,2,True
Anonymous,Default,46.82,4,True
Amy Meets the Saints and Sages,Default,18.46,3,True
Amatus,Default,50.54,5,True
V for Vendetta (V for Vendetta Complete),Default,37.1,4,True
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Default,45.95,2,True
The Wright Brothers,Default,56.8,4,True
The Songs of the Gods,Default,44.48,5,True
The Rosie Project (Don Tillman #1),Default,54.04,1,True
The Power of Habit: Why We Do What We Do in Life and Business,Default,16.88,3,True
Steve Jobs,Default,39.5,5,True
Luckiest Girl Alive,Default,49.83,3,True
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Default,46.91,4,True
Lady Midnight (The Dark Artifices #1),Default,16.28,5,True
"Hush, Hush (Hush, Hush #1)",Default,47.02,3,True
Greek Mythic History,Default,10.23,5,True
Every Last Word,Default,46.47,3,True
Daily Fantasy Sports,Default,36.58,1,True
Clockwork Angel (The Infernal Devices #1),Default,44.14,1,True
City of Fallen Angels (The Mortal Instruments #4),Default,11.23,4,True
City of Bones (The Mortal Instruments #1),Default,43.28,1,True
City of Ashes (The Mortal Instruments #2),Default,47.27,1,True
"Carry On, Warrior: Thoughts on Life Unarmed",Default,31.85,3,True
Carrie,Default,46.23,2,True
Angels & Demons (Robert Langdon #1),Default,51.48,3,True
"The Three Searches, Meaning, and the Story",Default,13.33,3,True
Raspberry Pi Electronics Projects for the Evil Genius,Default,49.67,4,True
How to Speak Golf: An Illustrated Guide to Links Lingo,Default,58.32,5,True
Eleanor & Park,Default,56.51,5,True
Troublemaker: Surviving Hollywood and Scientology,Default,48.39,2,True
Adultery,Default,20.88,5,True
Unlimited Intuition Now,Default,58.87,4,True
Underlying Notes,Default,11.82,2,True
The New Brand You: Your New Image Makes the Sale for You,Default,44.05,5,True
The Flowers Lied,Default,16.68,2,True
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Default,10.41,4,True
Modern Day Fables,Default,47.44,2,True
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,43.62,5,True
The Martian (The Martian #1),Default,41.39,2,True
Left Behind (Left Behind #1),Default,40.72,2,True
John Vassos: Industrial Design for Modern Life,Default,20.22,4,True
I'll Give You the Sun,Default,56.48,1,True
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Default,52.86,2,True
Ender's Game (The Ender Quintet #1),Default,43.64,1,True
Death by Leisure: A Cautionary Tale,Default,37.51,4,True
Wildlife of New York: A Five-Borough Coloring Book,Default,22.14,2,True
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,34.72,1,True
The Great Gatsby,Default,36.05,4,True
The Good Girl,Default,49.03,3,True
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,33.17,4,True
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,20.9,2,True
Life of Pi,Default,13.22,4,True
The Sound Of Love,Default,57.84,5,True
The Perks of Being a Wallflower,Default,55.02,3,True
The Makings of a Fatherless Child,Default,31.58,2,True
The Hobbit (Middle-Earth Universe),Default,17.8,5,True
The Fellowship of the Ring (The Lord of the Rings #1),Default,10.27,2,True
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Default,30.6,3,True
Musicophilia: Tales of Music and the Brain,Default,46.58,1,True
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Default,53.68,4,True
The Fault in Our Stars,Default,47.22,1,True
The Dream Thieves (The Raven Cycle #2),Default,34.5,1,True
The 5th Wave (The 5th Wave #1),Default,11.83,2,True
Shiver (The Wolves of Mercy Falls #1),Default,16.23,5,True
Remember Me?,Default,11.48,3,True
If I Stay (If I Stay #1),Default,38.13,5,True
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Default,36.55,2,True
Harry Potter and the Deathly Hallows (Harry Potter #7),Default,23.32,1,True
Fool Me Once,Default,16.96,1,True
Drama,Default,38.7,2,True
"Blue Lily, Lily Blue (The Raven Cycle #3)",Default,34.13,5,True
Alight (The Generations Trilogy #2),Default,58.59,4,True
Vogue Colors A to Z: A Fashion Coloring Book,Default,52.35,4,True
The Shining (The Shining #1),Default,27.88,3,True
The Hunger Games (The Hunger Games #1),Default,29.85,5,True
Outlander (Outlander #1),Default,19.67,5,True
Mockingjay (The Hunger Games #3),Default,20.44,4,True
Harry Potter and the Sorcerer's Stone (Harry Potter #1),Default,13.9,3,True
Confessions of a Shopaholic (Shopaholic #1),Default,48.94,2,True
Zero History (Blue Ant #3),Default,34.77,1,True
World War Z: An Oral History of the Zombie War,Default,21.8,1,True
Wild: From Lost to Found on the Pacific Crest Trail,Default,46.02,3,True
"Where'd You Go, Bernadette",Default,18.13,1,True
Twilight (Twilight #1),Default,41.93,2,True
The Paris Wife,Default,36.8,3,True
The Maze Runner (The Maze Runner #1),Default,20.93,1,True
The Lover's Dictionary,Default,58.09,2,True
The Goldfinch,Default,43.58,3,True
The Giver (The Giver Quartet #1),Default,12.3,1,True
The Girl Who Played with Fire (Millennium Trilogy #2),Default,22.14,2,True
The Demon-Haunted World: Science as a Candle in the Dark,Default,52.25,4,True
The Book Thief,Default,53.49,2,True
The Autobiography of Malcolm X,Default,23.43,2,True
Shopaholic & Baby (Shopaholic #5),Default,46.45,2,True
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,43.55,1,True
Packing for Mars: The Curious Science of Life in the Void,Default,56.68,2,True
Orange Is the New Black,Default,24.61,2,True
One for the Money (Stephanie Plum #1),Default,32.87,2,True
Morning Star (Red Rising #3),Default,29.4,1,True
Life After Life,Default,26.13,2,True
"Lean In: Women, Work, and the Will to Lead",Default,25.02,1,True
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,20.11,3,True
Gone Girl,Default,37.6,5,True
Fellside,Default,38.62,1,True
Eclipse (Twilight #3),Default,18.74,1,True
Dracula,Default,52.62,3,True
Dead Wake: The Last Crossing of the Lusitania,Default,39.24,5,True
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,17.81,1,True
Dark Places,Default,23.9,5,True
Breaking Dawn (Twilight #4),Default,35.28,5,True
Beautiful Creatures (Caster Chronicles #1),Default,21.55,5,True
A Visit from the Goon Squad,Default,14.08,5,True
The Zombie Room,Default,19.69,5,True
The Name of the Wind (The Kingkiller Chronicle #1),Default,50.59,3,True
Taking Shots (Assassins #1),Default,18.88,2,True
Shatter Me (Shatter Me #1),Default,42.4,1,True
Paradise Lost (Paradise #1),Default,24.96,1,True
On the Road (Duluoz Legend),Default,32.36,3,True
Jane Eyre,Default,38.43,5,True
Frankenstein,Default,38.0,2,True
Mesaerion: The Best Science Fiction Stories 1800-1849,Science Fiction,37.59,1,True
Join,Science Fiction,35.67,5,True
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Science Fiction,43.3,4,True
The Project,Science Fiction,10.65,1,True
Soft Apocalypse,Science Fiction,26.12,2,True
Sleeping Giants (Themis Files #1),Science Fiction,48.74,1,True
Arena,Science Fiction,21.36,4,True
Foundation (Foundation (Publication Order) #1),Science Fiction,32.42,1,True
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,10.92,1,True
Ready Player One,Science Fiction,19.07,4,True
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,33.26,2,True
Dune (Dune #1),Science Fiction,54.86,1,True
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,51.48,1,True
Three Wishes (River of Time: California #1),Science Fiction,44.18,2,True
The Last Girl (The Dominion Trilogy #1),Science Fiction,36.26,2,True
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,34.96,4,True
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,44.84,5,True
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,51.22,3,True
Sugar Rush (Offensive Line #2),Sports and Games,24.42,1,True
Settling the Score (The Summer Games #1),Sports and Games,44.91,2,True
Icing (Aces Hockey #2),Sports and Games,40.44,4,True
The Torch Is Passed: A Harding Family Story,Add a comment,19.09,1,True
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Add a comment,23.89,4,True
The Art Forger,Add a comment,40.76,3,True
On a Midnight Clear,Add a comment,14.07,3,True
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Add a comment,53.9,2,True
"Shobu Samurai, Project Aryoku (#3)",Add a comment,29.06,3,True
Modern Romance,Add a comment,28.26,5,True
The White Queen (The Cousins' War #1),Add a comment,25.91,5,True
The Song of Achilles,Add a comment,37.4,5,True
The Immortal Life of Henrietta Lacks,Add a comment,40.67,2,True
The Dovekeepers,Add a comment,48.78,1,True
More Than Music (Chasing the Dream #1),Add a comment,37.61,2,True
Code Name Verity (Code Name Verity #1),Add a comment,22.13,4,True
Cell,Add a comment,20.29,4,True
Angels Walking (Angels Walking #1),Add a comment,34.2,2,True
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Add a comment,56.48,2,True
A People's History of the United States,Add a comment,40.79,2,True
A Brush of Wings (Angels Walking #3),Add a comment,55.51,1,True
Rook,Add a comment,37.86,4,True
The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,26.2,1,True
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,Add a comment,59.15,4,True
The Children,Add a comment,11.88,3,True
One with You (Crossfire #5),Add a comment,15.71,4,True
Without Shame,Add a comment,48.27,5,True
Watchmen,Add a comment,58.05,4,True
A Hero's Curse (The Unseen Chronicles #1),Add a comment,50.49,3,True
23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,35.79,2,True
The Glass Castle,Add a comment,16.24,1,True
The Drowning Girls,Add a comment,35.67,3,True
Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,20.12,5,True
John Adams,Add a comment,57.43,4,True
Good in Bed (Cannie Shapiro #1),Add a comment,37.05,5,True
The Joy of Cooking,Add a comment,43.27,4,True
The Golden Compass (His Dark Materials #1),Add a comment,18.77,1,True
The God Delusion,Add a comment,46.85,3,True
Pride and Prejudice,Add a comment,19.27,4,True
Mere Christianity,Add a comment,48.51,3,True
Fun Home: A Family Tragicomic,Add a comment,56.59,4,True
The Raven King (The Raven Cycle #4),Add a comment,30.57,2,True
Find Her (Detective D.D. Warren #8),Add a comment,22.37,1,True
Evicted: Poverty and Profit in the American City,Add a comment,42.27,1,True
A Game of Thrones (A Song of Ice and Fire #1),Add a comment,46.42,2,True
A Clash of Kings (A Song of Ice and Fire #2),Add a comment,10.79,3,True
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,10.02,2,True
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,34.77,1,True
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,37.19,3,True
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,47.8,3,True
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,57.48,1,True
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,22.13,4,True
The Complete Poems,Add a comment,41.32,5,True
The Catcher in the Rye,Add a comment,24.55,1,True
The Case for Christ (Cases for Christianity),Add a comment,47.84,1,True
The Blind Side: Evolution of a Game,Add a comment,53.71,5,True
Seven Days in the Art World,Add a comment,52.33,2,True
Sarah's Key,Add a comment,46.29,1,True
Rogue Lawyer (Rogue Lawyer #1),Add a comment,50.11,3,True
Manuscript Found in Accra,Add a comment,34.98,2,True
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,21.28,4,True
Cosmos,Add a comment,36.17,2,True
#GIRLBOSS,Add a comment,50.96,1,True
The Sense of an Ending,Add a comment,31.38,3,True
The Republic,Add a comment,33.78,3,True
The Odyssey,Add a comment,29.64,3,True
The Light of the Fireflies,Add a comment,54.43,1,True
The Iliad,Add a comment,16.16,1,True
The Communist Manifesto,Add a comment,14.76,3,True
Lord of the Flies,Add a comment,24.89,3,True
Unicorn Tracks,Fantasy,18.78,3,True
"Saga, Volume 6 (Saga (Collected Editions) #6)",Fantasy,25.02,3,True
Princess Between Worlds (Wide-Awake Princess #5),Fantasy,13.34,5,True
Masks and Shadows,Fantasy,56.4,2,True
Crown of Midnight (Throne of Glass #2),Fantasy,43.29,3,True
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Fantasy,28.09,2,True
A Court of Thorns and Roses (A Court of Thorns and Roses #1),Fantasy,52.37,1,True
Throne of Glass (Throne of Glass #1),Fantasy,35.07,3,True
The Glittering Court (The Glittering Court #1),Fantasy,44.28,1,True
Hollow City (Miss Peregrine’s Peculiar Children #2),Fantasy,42.98,1,True
The Star-Touched Queen,Fantasy,46.02,5,True
The Hidden Oracle (The Trials of Apollo #1),Fantasy,52.26,2,True
The Bane Chronicles (The Bane Chronicles #1-11),Fantasy,44.73,4,True
Island of Dragons (Unwanteds #7),Fantasy,29.65,1,True
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,37.51,5,True
City of Glass (The Mortal Instruments #3),Fantasy,56.02,4,True
Searching for Meaning in Gailana,Fantasy,38.73,1,True
The Star-Touched Queen,Fantasy,32.3,5,True
A Shard of Ice (The Black Symphony Saga #1),Fantasy,56.63,3,True
King's Folly (The Kinsman Chronicles #1),Fantasy,39.61,5,True
Every Heart a Doorway (Every Heart A Doorway #1),Fantasy,12.16,5,True
A Gathering of Shadows (Shades of Magic #2),Fantasy,44.81,4,True
The Raven Boys (The Raven Cycle #1),Fantasy,57.74,4,True
The False Prince (The Ascendance Trilogy #1),Fantasy,56.0,5,True
Tell the Wind and Fire,Fantasy,45.51,3,True
A Feast for Crows (A Song of Ice and Fire #4),Fantasy,17.21,4,True
The Demonists (Demonist #1),Fantasy,52.11,2,True
The Beast (Black Dagger Brotherhood #14),Fantasy,46.08,5,True
Paper and Fire (The Great Library #2),Fantasy,49.45,5,True
Harry Potter and the Order of the Phoenix (Harry Potter #5),Fantasy,31.63,4,True
Harry Potter and the Half-Blood Prince (Harry Potter #6),Fantasy,48.75,5,True
Harry Potter and the Chamber of Secrets (Harry Potter #2),Fantasy,14.74,1,True
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,58.64,4,True
Soldier (Talon #3),Fantasy,24.72,2,True
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,55.46,2,True
Heir to the Sky,Fantasy,44.07,4,True
Eragon (The Inheritance Cycle #1),Fantasy,43.87,3,True
Darkfever (Fever #1),Fantasy,56.02,1,True
Ash,Fantasy,22.06,4,True
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,31.22,2,True
Vampire Girl (Vampire Girl #1),Fantasy,53.82,2,True
The Silent Twin (Detective Jennifer Knight #3),Fantasy,36.25,3,True
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,29.38,1,True
Sister Sable (The Mad Queen #1),Fantasy,13.33,3,True
Shadow Rites (Jane Yellowrock #10),Fantasy,21.72,4,True
Origins (Alphas 0.5),Fantasy,28.99,1,True
One Second (Seven #7),Fantasy,52.94,2,True
Myriad (Prentor #1),Fantasy,58.75,4,True
Without Borders (Wanderlove #1),New Adult,45.07,2,True
The Mistake (Off-Campus #2),New Adult,43.29,3,True
The Matchmaker's Playbook (Wingmen Inc. #1),New Adult,55.85,1,True
The Hook Up (Game On #1),New Adult,36.29,5,True
Shameless,New Adult,58.35,3,True
Off Sides (Off #1),New Adult,39.45,5,True
The Requiem Red,Young Adult,22.65,1,True
Set Me Free,Young Adult,17.46,5,True
The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,3,True
Obsidian (Lux #1),Young Adult,14.86,2,True
Burning,Young Adult,28.81,3,True
A Fierce and Subtle Poison,Young Adult,28.13,4,True
Scarlett Epstein Hates It Here,Young Adult,43.55,5,True
"Nightingale, Sing",Young Adult,38.28,1,True
Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,48.56,5,True
Frostbite (Vampire Academy #2),Young Adult,29.99,5,True
Wild Swans,Young Adult,14.36,2,True
Until Friday Night (The Field Party #1),Young Adult,46.31,2,True
This Is Where It Ends,Young Adult,27.12,2,True
The Darkest Lie,Young Adult,35.35,5,True
My Kind of Crazy,Young Adult,40.36,1,True
Don't Get Caught,Young Adult,55.35,1,True
Catching Jordan (Hundred Oaks),Young Adult,50.83,3,True
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,58.14,4,True
The Epidemic (The Program 0.6),Young Adult,14.44,5,True
Stars Above (The Lunar Chronicles #4.5),Young Adult,48.05,2,True
No Love Allowed (Dodge Cove #1),Young Adult,54.65,4,True
"Exit, Pursued by a Bear",Young Adult,51.34,4,True
The Alien Club,Young Adult,54.4,1,True
Don't Forget Steven,Young Adult,33.23,1,True
South of Sunshine,Young Adult,28.93,1,True
My Life Next Door (My Life Next Door ),Young Adult,36.39,5,True
Future Shock (Future Shock #1),Young Adult,55.65,5,True
Nightstruck: A Novel,Young Adult,50.35,4,True
Tell the Wolves I'm Home,Young Adult,50.96,2,True
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,47.31,4,True
Where She Went (If I Stay #2),Young Adult,41.73,4,True
Two Summers,Young Adult,14.64,1,True
The Darkest Corners,Young Adult,11.33,5,True
Tell Me Three Things,Young Adult,41.81,1,True
Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63,4,True
Kill the Boy Band,Young Adult,15.52,5,True
Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,5,True
An Abundance of Katherines,Young Adult,10.0,5,True
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,24.17,4,True
Walk the Edge (Thunder Road #2),Young Adult,32.36,3,True
Two Boys Kissing,Young Adult,32.74,2,True
The New Guy (and Other Senior Year Distractions),Young Adult,44.92,3,True
"The Land of 10,000 Madonnas",Young Adult,29.64,4,True
Scarlet (The Lunar Chronicles #2),Young Adult,14.57,4,True
Legend (Legend #1),Young Adult,43.69,4,True
Lady Renegades (Rebel Belle #3),Young Adult,53.04,5,True
Golden (Heart of Dread #3),Young Adult,42.21,4,True
Cinder (The Lunar Chronicles #1),Young Adult,26.09,1,True
Boy Meets Boy,Young Adult,21.12,3,True
Annie on My Mind,Young Adult,36.83,5,True
New Moon (Twilight #2),Young Adult,12.86,4,True
Girl Online On Tour (Girl Online #2),Young Adult,53.47,1,True
The Haters,Young Adult,27.89,5,True
The Art of Not Breathing,Young Adult,40.83,4,True
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,42.96,4,True
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,57.36,5,True
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,44.74,4,True
Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,37.55,1,True
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,55.91,1,True
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,28.41,1,True
The Origin of Species,Science,10.01,4,True
The Grand Design,Science,13.76,3,True
Peak: Secrets from the New Science of Expertise,Science,16.28,2,True
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,13.03,4,True
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,57.35,5,True
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,25.83,2,True
Seven Brief Lessons on Physics,Science,30.6,4,True
The Selfish Gene,Science,29.45,1,True
A Light in the Attic,Poetry,51.77,3,True
The Black Maria,Poetry,52.15,1,True
Shakespeare's Sonnets,Poetry,20.66,4,True
Olio,Poetry,23.88,1,True
You can't bury them all: Poems,Poetry,33.63,2,True
Slow States of Collapse: Poems,Poetry,57.31,3,True
Untitled Collection: Sabbath Poems 2014,Poetry,14.27,4,True
Poems That Make Grown Women Cry,Poetry,14.19,4,True
Night Sky with Exit Wounds,Poetry,41.05,1,True
salt.,Poetry,46.78,4,True
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,50.89,5,True
Out of Print: City Lights Spotlight No. 14,Poetry,53.64,5,True
Les Fleurs du Mal,Poetry,29.04,5,True
Howl and Other Poems,Poetry,40.45,2,True
Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,5,True
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,5,True
The Crossover,Poetry,38.77,4,True
Booked,Poetry,17.49,5,True
Twenty Love Poems and a Song of Despair,Poetry,30.95,4,True
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,15.4,1,True
Wall and Piece,Art,44.18,4,True
Feathers: Displays of Brilliant Plumage,Art,49.05,3,True
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,48.63,4,True
The New Drawing on the Right Side of the Brain,Art,43.02,3,True
History of Beauty,Art,10.29,4,True
The Story of Art,Art,41.14,4,True
The Art Book,Art,32.34,2,True
Ways of Seeing,Art,39.51,5,True
The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,10.4,1,True
The Golden Condom: And Other Essays on Love Lost and Found,Psychology,39.43,1,True
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,56.27,3,True
An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.3,3,True
"Thinking, Fast and Slow",Psychology,21.14,1,True
Civilization and Its Discontents,Psychology,59.95,2,True
8 Keys to Mental Health Through Exercise,Psychology,31.04,1,True
The Argonauts,Autobiography,10.93,2,True
M Train,Autobiography,27.18,1,True
Lab Girl,Autobiography,40.85,1,True
Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81,5,True
Running with Scissors,Autobiography,12.91,4,True
Me Talk Pretty One Day,Autobiography,57.6,2,True
Lust & Wonder,Autobiography,11.87,2,True
Life Without a Recipe,Autobiography,59.04,5,True
A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5,True
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2,True
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36,5,True
The Long Haul (Diary of a Wimpy Kid #9),Humor,44.07,1,True
Old School (Diary of a Wimpy Kid #10),Humor,11.83,5,True
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,25.98,4,True
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,14.75,5,True
Dress Your Family in Corduroy and Denim,Humor,43.68,3,True
Toddlers Are A**holes: It's Not Your Fault,Humor,25.55,1,True
When You Are Engulfed in Flames,Humor,30.89,5,True
Naked,Humor,31.69,3,True
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,55.5,5,True
Holidays on Ice,Humor,51.07,2,True
Security,Horror,39.25,2,True
Follow You Home,Horror,21.36,1,True
The Loney,Horror,23.4,1,True
Pet Sematary,Horror,10.56,3,True
Doctor Sleep (The Shining #2),Horror,40.12,2,True
Psycho: Sanitarium (Psycho #1.5),Horror,36.97,5,True
Can You Keep a Secret? (Fear Street Relaunch #4),Horror,48.64,1,True
Red Dragon (Hannibal Lecter #1),Horror,23.37,3,True
Dracula the Un-Dead,Horror,35.63,5,True
Night Shift (Night Shift #1-20),Horror,12.75,4,True
Needful Things,Horror,47.51,4,True
